corpus,pool_dir,file,trace,instance_id,model,metadata_instance_id,n_llm,n_tool,peak_prompt_tokens,sum_prompt_tokens,sum_completion_tokens,llm_s,tool_s,wall_s,bucket
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__iterative__dvc-5822.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__iterative__dvc-5822.trace.jsonl,iterative__dvc-5822,qwen3.7-max,,51,53,34569,1159016,18391,545.2,28.1,574.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__civisanalytics__civis-python-302.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__civisanalytics__civis-python-302.trace.jsonl,civisanalytics__civis-python-302,qwen3.7-max,,60,63,54621,1915631,19110,563.2,84.4,648.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__cloud-custodian__cloud-custodian-5531.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__cloud-custodian__cloud-custodian-5531.trace.jsonl,cloud-custodian__cloud-custodian-5531,qwen3.7-max,,96,95,42045,1788996,33199,928.7,111.6,1041.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__terrapower__armi-1230.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__terrapower__armi-1230.trace.jsonl,terrapower__armi-1230,qwen3.7-max,,44,44,46383,1195181,16308,446.0,40.0,486.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__keras-team__keras-nlp-504.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__keras-team__keras-nlp-504.trace.jsonl,keras-team__keras-nlp-504,qwen3.7-max,,49,48,43625,1255833,19965,549.5,200.6,750.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__conan-io__conan-14397.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__conan-io__conan-14397.trace.jsonl,conan-io__conan-14397,qwen3.7-max,,40,45,28277,620082,9027,298.6,36.7,335.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__optuna__optuna-3742.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__optuna__optuna-3742.trace.jsonl,optuna__optuna-3742,qwen3.7-max,,28,29,22394,376523,8838,260.6,17.3,278.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__terryyin__lizard-241.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__terryyin__lizard-241.trace.jsonl,terryyin__lizard-241,qwen3.7-max,,35,36,23781,485482,17183,437.3,16.6,454.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe100__asottile__setup-cfg-fmt-107.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe100__asottile__setup-cfg-fmt-107.trace.jsonl,asottile__setup-cfg-fmt-107,qwen3.7-max,,22,23,17589,252630,10582,248.9,2.2,251.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__12rambau__sepal_ui-411.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__12rambau__sepal_ui-411.trace.jsonl,12rambau__sepal_ui-411,qwen3.7-max,,50,49,30731,701394,7223,222.0,98.4,320.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__ARMmbed__mbed-tools-285.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__ARMmbed__mbed-tools-285.trace.jsonl,ARMmbed__mbed-tools-285,qwen3.7-max,,34,39,40536,922204,11259,299.8,32.4,332.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__ASPP__pelita-696.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__ASPP__pelita-696.trace.jsonl,ASPP__pelita-696,qwen3.7-max,,27,29,21109,340375,4951,137.7,100.3,238.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__AzureAD__microsoft-authentication-library-for-python-723.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__AzureAD__microsoft-authentication-library-for-python-723.trace.jsonl,AzureAD__microsoft-authentication-library-for-python-723,qwen3.7-max,,73,72,55988,2181894,14719,456.1,52.5,509.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Azure__azure-cli-3643.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Azure__azure-cli-3643.trace.jsonl,Azure__azure-cli-3643,qwen3.7-max,,39,43,17943,377129,5927,167.8,15.0,183.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Azure__iotedgedev-349.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Azure__iotedgedev-349.trace.jsonl,Azure__iotedgedev-349,qwen3.7-max,,40,46,43156,1042868,4814,177.7,23.0,201.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Azure__msrestazure-for-python-107.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Azure__msrestazure-for-python-107.trace.jsonl,Azure__msrestazure-for-python-107,qwen3.7-max,,58,57,47356,1423178,17091,466.9,322.8,790.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__CORE-GATECH-GROUP__serpent-tools-289.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__CORE-GATECH-GROUP__serpent-tools-289.trace.jsonl,CORE-GATECH-GROUP__serpent-tools-289,qwen3.7-max,,55,67,42734,1455043,8076,255.0,169.3,425.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__CS-SI__eodag-616.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__CS-SI__eodag-616.trace.jsonl,CS-SI__eodag-616,qwen3.7-max,,60,59,60728,1779252,15813,434.7,45.8,481.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__CodeWithEmad__apyrat-5.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__CodeWithEmad__apyrat-5.trace.jsonl,CodeWithEmad__apyrat-5,qwen3.7-max,,18,21,12664,160307,2818,87.0,18.3,105.5,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__CoffeaTeam__coffea-572.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__CoffeaTeam__coffea-572.trace.jsonl,CoffeaTeam__coffea-572,qwen3.7-max,,23,23,17040,250319,4127,113.1,11.9,125.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__CrossGL__crosstl-257.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__CrossGL__crosstl-257.trace.jsonl,CrossGL__crosstl-257,qwen3.7-max,,33,40,58683,975329,8989,238.3,7.0,245.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__DHI__mikeio-505.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__DHI__mikeio-505.trace.jsonl,DHI__mikeio-505,qwen3.7-max,,64,63,40873,1436799,13697,395.4,64.5,460.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__DataBiosphere__toil-4805.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__DataBiosphere__toil-4805.trace.jsonl,DataBiosphere__toil-4805,qwen3.7-max,,68,75,44577,1732637,12280,384.7,35.6,421.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Delgan__loguru-852.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Delgan__loguru-852.trace.jsonl,Delgan__loguru-852,qwen3.7-max,,53,52,55550,1878060,7413,260.8,191.0,452.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Dorthu__openapi3-83.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Dorthu__openapi3-83.trace.jsonl,Dorthu__openapi3-83,qwen3.7-max,,28,29,13968,254004,2624,91.7,18.8,110.6,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Duke-GCB__lando-173.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Duke-GCB__lando-173.trace.jsonl,Duke-GCB__lando-173,qwen3.7-max,,29,29,13333,212612,3592,109.1,14.9,124.2,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Eyepea__aiosip-111.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Eyepea__aiosip-111.trace.jsonl,Eyepea__aiosip-111,qwen3.7-max,,77,76,47913,2114790,15981,478.4,20.7,500.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__G-Node__python-odml-321.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__G-Node__python-odml-321.trace.jsonl,G-Node__python-odml-321,qwen3.7-max,,29,31,18221,300435,4064,121.1,23.6,145.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Luke-Poeppel__decitala-193.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Luke-Poeppel__decitala-193.trace.jsonl,Luke-Poeppel__decitala-193,qwen3.7-max,,56,56,41563,1094838,11825,352.5,66.1,419.3,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Materials-Consortia__optimade-python-tools-796.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Materials-Consortia__optimade-python-tools-796.trace.jsonl,Materials-Consortia__optimade-python-tools-796,qwen3.7-max,,89,88,88160,4283263,33748,996.2,49.3,1047.5,>=64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__MatterMiners__tardis-77.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__MatterMiners__tardis-77.trace.jsonl,MatterMiners__tardis-77,qwen3.7-max,,40,46,28850,553482,6826,200.7,99.6,300.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__MycroftAI__lingua-franca-10.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__MycroftAI__lingua-franca-10.trace.jsonl,MycroftAI__lingua-franca-10,qwen3.7-max,,44,44,36555,961204,9842,263.2,3.4,267.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__NREL__hescore-hpxml-113.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__NREL__hescore-hpxml-113.trace.jsonl,NREL__hescore-hpxml-113,qwen3.7-max,,48,48,22681,640371,7731,231.2,15.7,247.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__NeurodataWithoutBorders__pynwb-439.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__NeurodataWithoutBorders__pynwb-439.trace.jsonl,NeurodataWithoutBorders__pynwb-439,qwen3.7-max,,56,57,41297,1359397,9071,294.6,41.1,336.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Ouranosinc__xclim-235.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Ouranosinc__xclim-235.trace.jsonl,Ouranosinc__xclim-235,qwen3.7-max,,69,69,46965,1869279,8995,395.6,54.8,451.3,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Ouranosinc__xclim-513.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Ouranosinc__xclim-513.trace.jsonl,Ouranosinc__xclim-513,qwen3.7-max,,47,46,39868,1069928,9501,280.8,65.0,346.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__PennLINC__xcp_d-1073.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__PennLINC__xcp_d-1073.trace.jsonl,PennLINC__xcp_d-1073,qwen3.7-max,,62,61,62202,2007212,15367,1738.7,241.8,1981.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__PyCQA__flake8-bugbear-261.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__PyCQA__flake8-bugbear-261.trace.jsonl,PyCQA__flake8-bugbear-261,qwen3.7-max,,68,67,51438,1698517,12097,392.1,37.4,430.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__PyCQA__pyflakes-729.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__PyCQA__pyflakes-729.trace.jsonl,PyCQA__pyflakes-729,qwen3.7-max,,56,56,19458,611130,6813,225.8,3.5,229.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__QuickPay__quickpay-python-client-13.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__QuickPay__quickpay-python-client-13.trace.jsonl,QuickPay__quickpay-python-client-13,qwen3.7-max,,31,35,25011,373184,4737,145.4,16.2,161.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__RDFLib__rdflib-1117.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__RDFLib__rdflib-1117.trace.jsonl,RDFLib__rdflib-1117,qwen3.7-max,,39,40,27549,679701,8026,210.5,31.7,242.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__SAP__cloud-pysec-73.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__SAP__cloud-pysec-73.trace.jsonl,SAP__cloud-pysec-73,qwen3.7-max,,63,76,55653,1983232,16087,466.7,90.6,558.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__SpikeInterface__spikeinterface-3180.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__SpikeInterface__spikeinterface-3180.trace.jsonl,SpikeInterface__spikeinterface-3180,qwen3.7-max,,48,47,28619,732242,9010,249.1,36.2,285.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Stewori__pytypes-47.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Stewori__pytypes-47.trace.jsonl,Stewori__pytypes-47,qwen3.7-max,,26,28,9930,160246,3365,105.4,13.8,119.3,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__Veinar__envcloak-49.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__Veinar__envcloak-49.trace.jsonl,Veinar__envcloak-49,qwen3.7-max,,29,33,32447,589120,5493,163.4,41.0,204.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__aequitas__python-rflink-39.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__aequitas__python-rflink-39.trace.jsonl,aequitas__python-rflink-39,qwen3.7-max,,22,23,15735,188751,2931,88.4,17.1,105.7,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__agronholm__anyio-604.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__agronholm__anyio-604.trace.jsonl,agronholm__anyio-604,qwen3.7-max,,23,22,20361,253683,3160,96.8,29.1,126.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__agronholm__anyio-772.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__agronholm__anyio-772.trace.jsonl,agronholm__anyio-772,qwen3.7-max,,77,80,44190,2068361,11600,433.5,69.3,503.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__aio-libs__yarl-1026.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__aio-libs__yarl-1026.trace.jsonl,aio-libs__yarl-1026,qwen3.7-max,,55,54,37036,1171400,16658,414.7,19.0,434.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__airspeed-velocity__asv-704.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__airspeed-velocity__asv-704.trace.jsonl,airspeed-velocity__asv-704,qwen3.7-max,,77,76,49950,2071703,19259,555.1,15.7,572.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__alanmcruickshank__sqlfluff-336.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__alanmcruickshank__sqlfluff-336.trace.jsonl,alanmcruickshank__sqlfluff-336,qwen3.7-max,,78,77,41120,1801724,8745,362.4,26.6,390.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__alexander-akhmetov__python-telegram-73.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__alexander-akhmetov__python-telegram-73.trace.jsonl,alexander-akhmetov__python-telegram-73,qwen3.7-max,,30,29,23418,402264,3475,117.9,12.5,130.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__algorand__pyteal-29.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__algorand__pyteal-29.trace.jsonl,algorand__pyteal-29,qwen3.7-max,,26,29,14631,182407,4217,112.3,12.9,125.3,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__andialbrecht__sqlparse-231.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__andialbrecht__sqlparse-231.trace.jsonl,andialbrecht__sqlparse-231,qwen3.7-max,,30,31,16674,292352,4644,148.8,9.5,158.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__andrasmaroy__pconf-32.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__andrasmaroy__pconf-32.trace.jsonl,andrasmaroy__pconf-32,qwen3.7-max,,18,19,13190,149844,1823,61.3,13.8,75.2,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__asdf-format__asdf-1687.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__asdf-format__asdf-1687.trace.jsonl,asdf-format__asdf-1687,qwen3.7-max,,51,52,43820,1255141,8800,292.1,219.0,511.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__asottile__pyupgrade-242.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__asottile__pyupgrade-242.trace.jsonl,asottile__pyupgrade-242,qwen3.7-max,,33,32,14849,271312,4538,138.6,5.5,144.3,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__aspuru-guzik-group__selfies-78.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__aspuru-guzik-group__selfies-78.trace.jsonl,aspuru-guzik-group__selfies-78,qwen3.7-max,,64,68,67085,2568131,12658,429.2,22.5,453.1,>=64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__astanin__python-tabulate-139.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__astanin__python-tabulate-139.trace.jsonl,astanin__python-tabulate-139,qwen3.7-max,,15,15,9102,79337,1987,56.5,4.5,61.1,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__astropy__astroquery-2160.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__astropy__astroquery-2160.trace.jsonl,astropy__astroquery-2160,qwen3.7-max,,46,45,29160,723109,7045,209.3,57.8,267.5,16-32K
